약국명,지역,주소,개설일자,경도,위도
7층약국,부산사하구,부산광역시 사하구 낙동남로 1412 경부빌딩 7층 (하단동),20180219,128.9661132,35.1057963
신선약국,대전유성구,대전광역시 유성구 노은동로 161 1층 (지족동),20180302,127.3223890,36.3748210
중방약국,경산시,경상북도 경산시 중방로 17 1층 중방약국 (중방동),20180305,128.7360760,35.8303321
평리제일약국,대구서구,대구광역시 서구 서대구로 192 1층 (평리동),20180302,128.5552372,35.8750499
제주토마토약국,제주시,"제주특별자치도 제주시 도령로 73 1층 101호 (연동, 연동 펠리체)",20180302,126.4859156,33.4900876
타워온누리약국,인천연수구,인천광역시 연수구 센트럴로 263 송도국제업무단지 C8-2블럭 업무복합시설 3층 (송도동),20190513,126.6339426,37.3980386
푸른약국,의정부시,경기도 의정부시 효자로 10 1층 105호 (민락동),20180302,127.0859945,37.7434209
가까운약국,충주시,충청북도 충주시 중앙로 67 신천지타운 102호 (충의동),20180305,127.9308493,36.9731240
해동약국,진주시,경상남도 진주시 서장대로 263 1층 (이현동),20180302,128.0621105,35.1918374
마트약국,김해시,경상남도 김해시 상동면 동북로 481 (),20180305,128.9678672,35.3156123
수온누리약국,이천시,경기도 이천시 장호원읍 장터로 45-15 (),20180305,127.6294010,37.1166995
동산약국,오산시,경기도 오산시 내삼미로79번길 11 206호 (수청동),20150323,127.0652774,37.1690298
메디케어약국,고양덕양구,경기도 고양시 덕양구 동송로 20 삼송농산물종합유통센터 2층 (동산동),20180209,126.8987219,37.6488218
우리안약국,영등포구,서울특별시 영등포구 영신로34길 5 1층 (영등포동4가),20180312,126.9018257,37.5200503
메디웰 자연 약국,광주남구,광주광역시 남구 제석로 104 202동 상가 지하 1층 (봉선동),20171214,126.9074623,35.1237104
광명약국,대구수성구,대구광역시 수성구 들안로 395-1 범어빌딩 1층 (범어동),20171215,128.6178652,35.8654679
메디팜이화약국,화성시,경기도 화성시 병점1로 221 화인메디컬프라자 105호 (진안동),20171214,127.0418071,37.2136177
이레약국,전주덕진구,전라북도 전주시 덕진구 호성3길 11 (호성동1가),20171221,127.1512068,35.8607143
이동약국,포항남구,경상북도 포항시 남구 포스코대로 144 (대잠동),20140602,129.3414690,36.0255358
수서역약국,강남구,서울특별시 강남구 광평로 270 수서역 339-111호 (수서동),20180102,127.1018592,37.4873890
동남약국,중랑구,서울특별시 중랑구 신내로 45 해성빌딩 1층 (신내동),20180108,127.0955677,37.6031473
약산약국,부산진구,부산광역시 부산진구 가야대로 781-1 (부전동),20180108,129.0571111,35.1580181
동서약국,당진시,충청남도 당진시 당진중앙2로 117-8 동서약국 (읍내동),20180108,126.6310564,36.8947133
신방약국,천안동남구,충청남도 천안시 동남구 풍세로 656 A동 1층 (신방동),20180108,127.1349676,36.7704240
동피랑약국,통영시,경상남도 통영시 동문로 3-1 (태평동),20180108,128.4243066,34.8463466
조아약국,김포시,경기도 김포시 양도로 23 오성프라자6 1층 109호 (풍무동),20180104,126.7251024,37.6067399
마리 온누리 약국,이천시,경기도 이천시 경충대로 2564 (중리동),20180105,127.4481202,37.2750877
홈케어하나약국,서대문구,서울특별시 서대문구 통일로39가길 10-2 1층 (홍제동),20180129,126.9436224,37.5886020
우리보건약국,중랑구,서울특별시 중랑구 사가정로51길 45 우리보건약국 (면목동),20180129,127.0877839,37.5828997
행복약국,부산진구,부산광역시 부산진구 새싹로 240-1 (초읍동),20180123,129.0485340,35.1774936
참솔온누리약국,부천시,경기도 부천시 부천로 108 참솔빌딩 101호 (원미동),20180125,126.7852232,37.4938104
봄빛약국,영등포구,서울특별시 영등포구 국회대로70길 12 대산빌딩 1층 101호 (여의도동),20180313,126.9198852,37.5293678
우리약국,제천시,충청북도 제천시 청전대로 171 (청전동),20180312,128.2162914,37.1519932
이화진약국,아산시,"충청남도 아산시 문화로 257-10 1층 108호 (권곡동, 권곡한성하우시스)",20180312,127.0156011,36.7902933
황약국,인천부평구,인천광역시 부평구 마장로 82 현대다섬프라자 103호 (십정동),20180314,126.7082989,37.4860721
봄봄약국,강동구,서울특별시 강동구 명일로 248 1층 (길동),20180316,127.1473025,37.5407774
대방한약국,대구중구,대구광역시 중구 남성로 9 1층 (남성로),20180313,128.5883759,35.8688155
닥터주약국,안양동안구,"경기도 안양시 동안구 벌말로 126 119호 (관양동, 오비즈타워)",20150414,126.9702881,37.3995300
거모보룡약국,시흥시,경기도 시흥시 군자로 520 (거모동),20140101,126.7848874,37.3438500
메디팜우리약국,인천계양구,"인천광역시 계양구 장제로 929 101호 (병방동, 돌샘프라자)",20131231,126.7416685,37.5494557
어울림온누리약국,고양덕양구,경기도 고양시 덕양구 고양대로1384번길 7-5 105호 (성사동),20131223,126.8379197,37.6538130
정문약국,인천부평구,인천광역시 부평구 부평대로 171-5 (청천동),20140102,126.7204138,37.5065823
한빛약국,성남수정구,"경기도 성남시 수정구 수정로 175 107호 (태평동, 동일빌딩)",20140102,127.1392495,37.4434433
상록수약국,안양만안구,경기도 안양시 만안구 삼덕로 12 (안양동),20140102,126.9240613,37.3936679
염광플러스약국,용인수지구,경기도 용인시 수지구 동천로 137 4층 404~406호 (동천동),20140102,127.0888605,37.3372684
이층약국,수원영통구,"경기도 수원시 영통구 봉영로 1623 206-1호 (영통동, 드림피아빌딩)",20160711,127.0747223,37.2559362
열매약국,인천남동구,인천광역시 남동구 남동대로 743 1층 (구월동),20140113,126.7071862,37.4487381
한빛약국,광주시,경기도 광주시 초월읍 경충대로 926 1층,20140113,127.3114747,37.3650983
제니스약국,고양일산서구,"경기도 고양시 일산서구 일현로 97-11 1층 109-B호 (탄현동, 일산 위브더제니스)",20140114,126.7628568,37.6940172
필약국,김포시,경기도 김포시 김포한강4로 530 우승프라자 104호 (구래동),20190717,126.6249941,37.6462743
부영이화약국,남양주시,"경기도 남양주시 도농로 24 209호 (다산동, 부영애시앙)",20140117,127.1585900,37.6087966
하이약국,고양일산동구,경기도 고양시 일산동구 고양대로 757 (중산동),20140120,126.7801454,37.6826539
다온약국,용인수지구,경기도 용인시 수지구 광교중앙로 294 108호 (상현동),20160125,127.0692005,37.2961355
건강백세약국,성남분당구,"경기도 성남시 분당구 돌마로 43 102호 (금곡동, 메디파크빌딩)",20140124,127.1066794,37.3503551
늘푸른약국,인천부평구,인천광역시 부평구 마장로399번길 4 (청천동),20140128,126.7036387,37.5138788
학익열린약국,인천미추홀구,인천광역시 미추홀구 매소홀로 466 (학익동),20140202,126.6736348,37.4393615
에스온누리약국,남양주시,경기도 남양주시 진접읍 금강로 1524 1층,20171121,127.1928803,37.7265306
하나약국,광주시,"경기도 광주시 경충대로1422번길 12-1 104호 (쌍령동, 동성CMA상가)",20140203,127.2766344,37.3973012
참좋은약국,하남시,경기도 하남시 신장로 170 1층 (덕풍동),20140203,127.2006773,37.5407440
친절한 해든약국,용인수지구,"경기도 용인시 수지구 손곡로 100 111,112호 (동천동, 훼미리프라자)",20160321,127.0916402,37.3363735
365건강약국,인천계양구,인천광역시 계양구 장제로 867 (임학동),20140209,126.7380684,37.5447538
딸기온누리약국,화성시,"경기도 화성시 경기대로 990 101동 107호 (병점동, SK뷰상가)",20140210,127.0384625,37.2048846
꿈나무약국,의왕시,"경기도 의왕시 포일로 43 402-1호 (내손동, 대림프라자)",20140212,126.9774361,37.3900442
신연세약국,화성시,경기도 화성시 봉담읍 가마골길 37 (),20190430,126.9400044,37.1989264
경희궁약국,화성시,"경기도 화성시 삼성전자로 1-1 (반월동, 부품연구동)",20140219,127.0701206,37.2252184
센타약국,수원권선구,경기도 수원시 권선구 삼천병마로1598번길 32 대유빌딩 303호 (오목천동),20190617,126.9652535,37.2457388
새롬약국,수원권선구,경기도 수원시 권선구 권선로 532 (세류동),20140224,127.0096566,37.2631489
설약국,제주시,제주특별자치도 제주시 건주로 31 한라신협 삼화지점 1층 (도련일동),20180221,126.5809828,33.5167785
시티약국,안산단원구,경기도 안산시 단원구 선부광장로 23 안산세이브시티 1층 일부호 (선부동),20190607,126.8095657,37.3362382
365조은약국,시흥시,경기도 시흥시 목감중앙로 47 골든프라자 101호 (조남동),20180219,126.8547354,37.3735183
오늘약국,파주시,경기도 파주시 문산읍 방촌로 1729 (),20180222,126.7848445,37.8670679
대화하이약국,고양일산서구,경기도 고양시 일산서구 중앙로 1576 태진프라자 307호 (대화동),20190819,126.7472219,37.6767275
역삼오늘약국,강남구,서울특별시 강남구 테헤란로26길 10 성보빌딩 2층 (역삼동),20180227,127.0358567,37.4996461
종로수약국,종로구,서울특별시 종로구 종로 226 송화빌딩 1층 (종로5가),20190327,127.0028488,37.5707761
대양약국,대구북구,대구광역시 북구 태전로7길 2 1층 (태전동),19670928,128.5441304,35.9234068
약손약국,대구북구,대구광역시 북구 학정로 38 1층 (태전동),20040508,128.5468781,35.9132694
반야월인제약국,대구동구,대구광역시 동구 율하동로24길 39 (신기동),20071102,128.7068128,35.8696955
국민약국,경산시,경상북도 경산시 하양읍 하양로 106 (하양읍),20010605,128.8191606,35.9135707
서울약국,대구중구,대구광역시 중구 중앙대로 355-1 (남산동),19790608,128.5928920,35.8649823
복음약국,대구중구,대구광역시 중구 달성로 29 (대신동),19790327,128.5820871,35.8676946
인제약국,대구수성구,대구광역시 수성구 청수로 27-5 (중동),20030509,128.6112757,35.8410743
합동약국,대구수성구,대구광역시 수성구 청수로4길 1 (중동),20060216,128.6103752,35.8406022
새제일약국,대구달서구,대구광역시 달서구 월곡로26길 41 (상인동),19931018,128.5507454,35.8087155
혜민약국,대구중구,대구광역시 중구 국채보상로 533 (수동),20030731,128.5889315,35.8704357
하나약국,대구서구,대구광역시 서구 달서로 188 (비산동),20061116,128.5715907,35.8791372
광명약국,대구중구,대구광역시 중구 큰장로 74 (대신동),19790721,128.5755520,35.8659640
충효약국,울진군,경상북도 울진군 울진읍 연호로 12 (울진읍),19961108,129.4027141,36.9933965
편한약국,대구수성구,"대구광역시 수성구 동대구로 337 102호 (범어동, 화성파크리젠시상가)",20110919,128.6256172,35.8606456
드림온누리약국,대구중구,대구광역시 중구 달구벌대로 2210 1층 (대봉동),20160824,128.6047006,35.8624098
영남제일약국,대구달서구,대구광역시 달서구 월배로 414 (송현동),20001204,128.5521057,35.8310020
명산온누리약국,경산시,경상북도 경산시 삼풍로 4 (삼풍동),20040813,128.7544727,35.8209360
성산약국,대구중구,대구광역시 중구 명륜로 100 (남산동),19690731,128.5951019,35.8602771
명보약국,대구남구,대구광역시 남구 중앙대로22길 179 1층 (봉덕동),20190508,128.6005603,35.8424063
사랑약국,대구달서구,대구광역시 달서구 명덕로 17 (두류동),20000803,128.5736394,35.8609265
예약국,대구동구,대구광역시 동구 아양로 51 1층 (신암동),20051108,128.6196060,35.8824320
지혜약국,대구달서구,"대구광역시 달서구 도원로 30 205호 (도원동, 대곡프라자)",20170801,128.5353406,35.8071847
동제약국,대구남구,대구광역시 남구 중앙대로 160 (봉덕동),19801013,128.5908072,35.8474875
각산약국,대구동구,대구광역시 동구 반야월로 61 (용계동),19970616,128.6953077,35.8738666
홍익약국,대구북구,대구광역시 북구 학정로 50 (태전동),20101208,128.5480800,35.9131949
장안약국,대구남구,대구광역시 남구 두류공원로 18-1 (대명동),20011227,128.5751229,35.8404515
유정약국,대구북구,"대구광역시 북구 학정동로 10 나동 1층 103호 (국우동, 칠곡그린빌 5,6단지)",20180709,128.5674340,35.9449868
신종합약국,대구수성구,대구광역시 수성구 달구벌대로 2514 (범어동),19960517,128.6376073,35.8584905
명림약국,대구달서구,대구광역시 달서구 와룡로 110 (본리동),19830413,128.5375701,35.8425274
옥포우리약국,대구달성군,대구광역시 달성군 옥포면 비슬로 2200-1 (옥포면),20010614,128.4625332,35.7881137
봉산약국,대구서구,대구광역시 서구 북비산로74길 8-1 (비산동),19700128,128.5740242,35.8785433
세계로약국,대구달서구,대구광역시 달서구 두류길 76 (두류동),20150202,128.5704452,35.8593421
