지역,학교명,학급수,학생수,교사수
서울특별시 광진구,서울양진초등학교,54,1592,67
서울특별시 성동구,서울마장초등학교,28,571,37
서울특별시 은평구,서울서신초등학교,29,648,35
서울특별시 성북구,서울석계초등학교,29,592,36
서울특별시 동작구,서울보라매초등학교,55,1624,65
서울특별시 강서구,서울염경초등학교,38,954,44
서울특별시 영등포구,서울영문초등학교,43,1020,52
서울특별시 관악구,서울조원초등학교,26,525,32
서울특별시 강서구,서울화일초등학교,38,833,45
서울특별시 성동구,서울행현초등학교,36,805,42
서울특별시 성북구,서울길원초등학교,49,1281,57
서울특별시 양천구,서울장수초등학교,23,483,27
서울특별시 성북구,서울장월초등학교,21,435,27
서울특별시 동대문구,서울휘봉초등학교,37,766,44
서울특별시 마포구,서울상지초등학교,34,775,43
서울특별시 영등포구,서울선유초등학교,20,404,26
서울특별시 중구,서울신당초등학교,18,332,24
서울특별시 송파구,서울버들초등학교,32,1025,42
서울특별시 송파구,서울문현초등학교,43,906,51
서울특별시 동작구,서울삼일초등학교,37,1041,43
서울특별시 서초구,서울매헌초등학교,30,646,37
서울특별시 강서구,서울수명초등학교,49,1253,59
서울특별시 은평구,서울은명초등학교,50,1136,63
서울특별시 송파구,서울개롱초등학교,25,474,30
서울특별시 송파구,서울잠현초등학교,31,851,37
서울특별시 은평구,서울진관초등학교,39,1029,46
서울특별시 양천구,서울목운초등학교,50,1699,61
서울특별시 성동구,서울송원초등학교,15,314,20
서울특별시 강동구,서울강명초등학교,53,1341,64
서울특별시 강서구,서울등마초등학교,38,877,45
서울특별시 양천구,서울신은초등학교,45,1111,55
서울특별시 서초구,서울우면초등학교,45,1377,54
서울특별시 성동구,서울동호초등학교,25,509,30
서울특별시 구로구,서울천왕초등학교,57,1303,65
서울특별시 마포구,서울하늘초등학교,44,1095,55
서울특별시 은평구,서울은빛초등학교,51,1216,63
서울특별시 은평구,서울수리초등학교,25,510,29
서울특별시 동작구,서울상현초등학교,39,957,46
서울특별시 은평구,서울구현초등학교,30,664,34
서울특별시 은평구,서울은진초등학교,35,796,42
서울특별시 서대문구,서울가재울초등학교,62,1547,76
서울특별시 은평구,서울어울초등학교,16,305,19
서울특별시 중랑구,서울새솔초등학교,46,1036,53
서울특별시 강남구,서울율현초등학교,40,978,45
서울특별시 서초구,서울우솔초등학교,38,875,43
서울특별시 강남구,서울자곡초등학교,29,698,32
서울특별시 강남구,서울세명초등학교,44,1146,50
서울특별시 송파구,서울송례초등학교,55,1205,67
서울특별시 송파구,서울위례별초등학교,68,1657,81
서울특별시 강동구,서울강솔초등학교,26,518,33
서울특별시 금천구,서울금나래초등학교,38,801,44
서울특별시 구로구,서울하늘숲초등학교,29,608,34
서울특별시 구로구,서울항동초등학교,17,161,21
서울특별시 송파구,서울해누리초등학교,26,449,30
부산광역시 연제구,부산교육대학교부설초등학교,25,656,29
부산광역시 중구,광일초등학교,22,444,26
부산광역시 중구,남성초등학교,15,396,15
부산광역시 남구,대남초등학교,21,450,22
부산광역시 남구,대연초등학교,48,1198,55
부산광역시 남구,대천초등학교,34,705,38
부산광역시 동구,동일중앙초등학교,32,721,37
부산광역시 남구,동천초등학교,21,455,25
부산광역시 남구,동항초등학교,21,430,24
부산광역시 남구,문현초등학교,31,695,36
부산광역시 남구,백운초등학교,17,318,20
부산광역시 동구,범일초등학교,15,292,17
부산광역시 중구,보수초등학교,13,211,14
부산광역시 중구,봉래초등학교,13,264,14
부산광역시 남구,분포초등학교,40,1021,49
부산광역시 금정구,부산삼육초등학교,8,180,8
부산광역시 남구,석포초등학교,21,474,23
부산광역시 동구,성남초등학교,20,437,23
부산광역시 남구,성동초등학교,40,924,51
부산광역시 남구,성천초등학교,7,102,9
부산광역시 동구,수성초등학교,13,234,16
부산광역시 동구,수정초등학교,20,401,23
부산광역시 남구,신연초등학교,7,86,9
부산광역시 남구,연포초등학교,36,939,41
부산광역시 남구,용당초등학교,11,160,14
부산광역시 남구,용산초등학교,22,431,25
부산광역시 남구,용호초등학교,29,656,34
부산광역시 남구,우암초등학교,19,353,23
부산광역시 남구,운산초등학교,21,456,23
부산광역시 동구,좌성초등학교,7,69,9
부산광역시 동구,초량초등학교,17,327,20
부산광역시 금정구,공덕초등학교,7,34,9
부산광역시 동래구,교동초등학교,34,806,40
부산광역시 금정구,구서초등학교,28,651,32
부산광역시 동래구,금강초등학교,34,705,39
부산광역시 금정구,금사초등학교,17,299,21
부산광역시 금정구,금성초등학교,7,98,9
부산광역시 금정구,금양초등학교,36,868,43
부산광역시 금정구,금정초등학교,35,861,40
부산광역시 동래구,낙민초등학교,21,394,23
부산광역시 금정구,남산초등학교,25,583,29
부산광역시 동래구,내산초등학교,19,345,21
부산광역시 동래구,내성초등학교,14,238,17
부산광역시 동래구,달북초등학교,23,518,25
부산광역시 금정구,동래초등학교,21,609,22
부산광역시 금정구,동상초등학교,10,157,11
부산광역시 금정구,동현초등학교,20,472,23
부산광역시 동래구,명동초등학교,8,116,10
부산광역시 동래구,명륜초등학교,44,1340,52
부산광역시 동래구,명서초등학교,13,218,14
부산광역시 동래구,명장초등학교,18,390,22
부산광역시 동래구,미남초등학교,19,406,22
부산광역시 금정구,부곡초등학교,23,506,27
부산광역시 동래구,사직초등학교,43,1234,52
부산광역시 금정구,서곡초등학교,7,118,9
부산광역시 금정구,서동초등학교,8,149,11
부산광역시 금정구,서명초등학교,8,91,11
부산광역시 동래구,수안초등학교,16,358,18
부산광역시 동래구,안남초등학교,42,1049,49
부산광역시 동래구,안락초등학교,19,375,24
부산광역시 동래구,안민초등학교,36,884,42
부산광역시 동래구,여고초등학교,23,521,27
부산광역시 동래구,온천초등학교,33,803,38
부산광역시 금정구,장서초등학교,29,687,33
부산광역시 금정구,장전초등학교,30,687,37
부산광역시 금정구,청룡초등학교,25,513,29
부산광역시 금정구,현곡초등학교,10,159,12
부산광역시 동래구,혜화초등학교,12,302,12
부산광역시 부산진구,가남초등학교,7,86,9
부산광역시 부산진구,가산초등학교,7,56,9
부산광역시 부산진구,가야초등학교,48,1144,57
부산광역시 부산진구,가평초등학교,28,655,32
부산광역시 부산진구,개금초등학교,24,520,27
부산광역시 부산진구,개림초등학교,34,817,39
부산광역시 부산진구,개원초등학교,30,695,35
부산광역시 부산진구,개포초등학교,17,341,20
부산광역시 부산진구,개화초등학교,15,271,17
부산광역시 연제구,거제초등학교,24,565,27
부산광역시 연제구,거학초등학교,27,629,32
부산광역시 연제구,과정초등학교,21,458,25
부산광역시 연제구,남문초등학교,41,1202,49
부산광역시 부산진구,당감초등학교,20,401,24
부산광역시 부산진구,당평초등학교,20,441,24
부산광역시 연제구,동명초등학교,14,214,15
부산광역시 부산진구,동성초등학교,24,737,23
부산광역시 부산진구,동원초등학교,29,697,34
부산광역시 부산진구,동평초등학교,21,441,23
부산광역시 부산진구,부산진초등학교,25,533,29
부산광역시 부산진구,부암초등학교,25,546,29
부산광역시 부산진구,부전초등학교,15,303,18
부산광역시 부산진구,선암초등학교,7,55,9
부산광역시 부산진구,성북초등학교,24,539,28
부산광역시 부산진구,성서초등학교,13,230,16
부산광역시 부산진구,성전초등학교,19,410,25
부산광역시 부산진구,성지초등학교,23,476,26
부산광역시 부산진구,양동초등학교,16,183,19
부산광역시 부산진구,양성초등학교,29,661,35
부산광역시 부산진구,양정초등학교,35,774,41
부산광역시 연제구,연동초등학교,29,637,34
부산광역시 연제구,연미초등학교,10,155,13
부산광역시 연제구,연산초등학교,36,867,42
부산광역시 연제구,연서초등학교,38,873,44
부산광역시 연제구,연신초등학교,28,712,31
부산광역시 연제구,연일초등학교,11,172,13
부산광역시 연제구,연제초등학교,23,484,26
부산광역시 부산진구,연지초등학교,47,1122,53
부산광역시 연제구,연천초등학교,32,769,36
부산광역시 부산진구,연학초등학교,7,128,9
부산광역시 부산진구,전포초등학교,19,380,23
부산광역시 부산진구,주례초등학교,22,478,25
부산광역시 부산진구,주원초등학교,11,176,14
부산광역시 연제구,창신초등학교,33,793,38
부산광역시 부산진구,초읍초등학교,30,722,37
부산광역시 연제구,토현초등학교,22,486,26
부산광역시 강서구,가락초등학교,7,59,9
부산광역시 사상구,감전초등학교,11,189,13
부산광역시 사상구,괘법초등학교,7,79,9
부산광역시 북구,구남초등학교,26,597,31
부산광역시 북구,구포초등학교,22,422,28
부산광역시 사상구,구학초등학교,28,662,34
부산광역시 북구,금곡초등학교,18,358,21
부산광역시 북구,금창초등학교,13,233,15
부산광역시 강서구,녹명초등학교,7,49,9
부산광역시 강서구,대사초등학교,7,45,9
부산광역시 강서구,대상초등학교,6,52,9
부산광역시 강서구,대저초등학교,7,62,9
부산광역시 북구,대천리초등학교,17,316,22
부산광역시 강서구,덕두초등학교,15,288,17
부산광역시 사상구,덕상초등학교,23,509,28
부산광역시 북구,덕성초등학교,15,309,17
부산광역시 북구,덕양초등학교,19,389,21
부산광역시 북구,덕천초등학교,11,164,12
부산광역시 사상구,덕포초등학교,10,168,12
부산광역시 사상구,동궁초등학교,31,672,38
